ts_code,trade_date,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
MO2603-P-5200.CFX,20260122,0.2,2.8,2.8,2.8,2.6,2.6,2.2,6.0,0.166,1252.0
MO2603-P-5000.CFX,20260122,2.2,2.0,2.4,2.4,2.0,2.0,2.0,30.0,0.668,975.0
MO2603-P-4900.CFX,20260122,2.0,2.2,2.0,2.4,2.0,2.0,2.0,32.0,0.73,1608.0
MO2603-C-9200.CFX,20260122,54.4,54.4,60.0,71.0,59.0,68.2,68.2,1247.0,793.172,2331.0
MO2603-C-9100.CFX,20260122,65.0,65.0,72.0,82.6,68.4,82.6,82.6,766.0,570.398,653.0
MO2603-C-9000.CFX,20260122,77.0,77.0,96.6,97.0,82.8,95.6,96.2,1631.0,1445.742,2640.0
MO2603-C-8900.CFX,20260122,91.6,90.4,113.2,113.8,96.4,111.0,112.0,222.0,225.208,473.0
MO2603-C-8800.CFX,20260122,106.4,106.4,127.0,133.4,111.6,131.0,131.0,442.0,538.716,1455.0
MO2603-C-8700.CFX,20260122,126.6,126.6,144.4,153.6,132.2,153.6,153.6,212.0,300.298,776.0
MO2603-C-8600.CFX,20260122,152.0,152.0,170.0,184.8,158.4,181.6,181.6,1186.0,2003.012,4055.0
MO2603-C-8500.CFX,20260122,179.0,179.0,209.6,218.8,186.8,218.8,218.8,342.0,674.616,960.0
MO2603-C-8400.CFX,20260122,213.0,212.0,220.0,252.0,220.0,250.0,250.0,698.0,1633.518,2249.0
MO2603-C-8300.CFX,20260122,253.8,249.6,282.0,296.4,259.8,294.4,294.4,721.0,1975.382,1604.0
MO2603-C-8200.CFX,20260122,294.8,294.8,331.8,343.2,305.0,343.0,343.0,516.0,1650.868,1974.0
MO2603-C-8100.CFX,20260122,346.6,344.4,392.6,395.2,353.6,394.0,394.0,175.0,652.56,715.0
MO2603-C-8000.CFX,20260122,408.4,401.6,429.8,460.0,414.6,460.0,460.0,523.0,2268.822,2824.0
MO2603-C-7900.CFX,20260122,469.4,464.8,499.2,519.6,480.0,519.6,519.6,79.0,391.492,731.0
MO2603-C-7800.CFX,20260122,541.4,534.6,580.0,597.4,542.0,585.0,585.0,153.0,869.06,1448.0
MO2603-C-7700.CFX,20260122,610.0,610.0,665.6,670.4,622.8,670.4,670.4,79.0,506.788,682.0
MO2603-C-7600.CFX,20260122,688.8,688.8,743.2,748.6,710.0,744.0,744.0,129.0,935.238,1285.0
MO2603-C-7500.CFX,20260122,783.4,774.6,786.8,820.2,786.8,808.8,843.2,19.0,153.068,566.0
MO2603-C-7400.CFX,20260122,870.2,866.4,918.8,935.0,870.0,901.0,931.2,68.0,606.336,2257.0
MO2603-C-7300.CFX,20260122,962.2,949.8,985.0,1014.0,962.4,986.4,1021.2,8.0,78.714,309.0
MO2603-C-7200.CFX,20260122,1051.2,1045.2,1066.0,1099.0,1066.0,1099.0,1111.0,25.0,268.982,1388.0
MO2603-C-7100.CFX,20260122,1145.6,1154.4,,,,1154.4,1206.4,0.0,0.0,72.0
MO2603-C-7000.CFX,20260122,1241.2,1248.0,1260.0,1271.4,1260.0,1271.4,1302.8,2.0,25.314,1043.0
MO2603-C-6900.CFX,20260122,1338.0,1371.2,1370.8,1370.8,1370.8,1370.8,1399.4,2.0,27.088,32.0
MO2603-C-6800.CFX,20260122,1435.6,1440.0,1452.0,1452.0,1452.0,1452.0,1497.8,1.0,14.52,716.0
MO2603-C-6700.CFX,20260122,1533.6,1499.4,1564.6,1564.6,1564.6,1564.6,1595.6,1.0,15.646,29.0
MO2603-C-6600.CFX,20260122,1621.8,1623.0,1673.0,1673.0,1644.6,1670.0,1670.0,8.0,133.212,938.0
MO2603-C-6500.CFX,20260122,1720.6,1659.4,1761.2,1761.2,1761.2,1761.2,1768.8,3.0,52.024,31.0
MO2603-C-6400.CFX,20260122,1829.8,1680.0,1862.6,1874.6,1862.2,1862.2,1891.8,4.0,74.656,937.0
MO2603-C-6200.CFX,20260122,2027.2,1905.0,2059.8,2061.8,2047.4,2061.8,2066.4,4.0,82.164,1295.0
MO2603-C-6000.CFX,20260122,2219.8,2171.8,2253.4,2253.4,2253.4,2253.4,2265.4,1.0,22.534,1074.0
MO2603-C-5800.CFX,20260122,2416.0,2401.2,2485.2,2485.2,2425.8,2456.0,2482.4,10.0,244.946,856.0
MO2603-C-5600.CFX,20260122,2615.2,2613.0,2663.8,2663.8,2663.8,2663.8,2681.6,1.0,26.638,471.0
MO2603-C-5400.CFX,20260122,2816.0,2838.4,,,,2838.4,2880.2,0.0,0.0,267.0
MO2603-C-5200.CFX,20260122,3014.8,2870.2,3023.6,3048.0,3023.6,3046.0,3079.4,5.0,151.56,235.0
MO2603-C-5000.CFX,20260122,3214.0,3186.2,3250.0,3250.0,3250.0,3250.0,3264.8,1.0,32.5,234.0
MO2603-C-4900.CFX,20260122,3314.0,3305.0,3345.0,3345.0,3345.0,3345.0,3364.8,2.0,66.59,194.0
MO2602-P-9200.CFX,20260122,961.8,969.4,908.4,957.0,908.4,957.0,932.4,10.0,93.89,73.0
MO2602-P-9100.CFX,20260122,866.0,876.6,813.8,870.4,813.8,844.8,809.2,18.0,152.696,37.0
MO2602-P-9000.CFX,20260122,772.6,779.0,722.6,769.2,722.6,769.2,717.4,15.0,113.542,91.0
MO2602-P-8900.CFX,20260122,680.2,700.0,630.2,665.2,630.2,640.2,626.8,13.0,85.458,25.0
MO2602-P-8800.CFX,20260122,593.2,593.2,543.8,591.8,543.8,546.0,546.0,94.0,534.576,100.0
MO2602-P-8700.CFX,20260122,503.2,507.8,464.4,511.8,451.2,471.4,456.4,135.0,656.302,371.0
MO2602-P-8600.CFX,20260122,423.0,430.0,385.4,434.0,375.0,380.0,380.0,482.0,1942.748,704.0
MO2602-P-8500.CFX,20260122,345.6,345.6,313.6,357.8,303.2,308.0,308.0,1295.0,4280.01,2552.0
MO2602-P-8400.CFX,20260122,280.6,280.6,273.0,288.6,239.6,243.0,243.0,2700.0,7119.842,2146.0
MO2602-P-8300.CFX,20260122,217.8,217.8,196.8,227.2,184.8,187.4,187.4,8806.0,18062.298,4325.0
MO2602-P-8200.CFX,20260122,165.2,165.2,150.0,174.2,139.6,144.6,144.6,12959.0,20236.802,5737.0
MO2602-P-8100.CFX,20260122,125.0,125.0,105.0,130.8,104.2,107.4,107.4,5599.0,6506.96,3033.0
MO2602-P-8000.CFX,20260122,96.0,96.0,85.0,96.4,77.4,78.4,78.4,6813.0,5804.64,5631.0
MO2602-P-7900.CFX,20260122,67.6,67.6,63.4,68.6,55.4,55.8,55.8,4685.0,2844.672,4330.0
MO2602-P-7800.CFX,20260122,49.0,49.0,42.0,48.2,37.4,39.4,39.4,4351.0,1849.406,5187.0
MO2602-P-7700.CFX,20260122,35.0,35.0,30.0,33.8,27.4,28.0,28.0,2942.0,875.002,4050.0
MO2602-P-7600.CFX,20260122,24.8,24.8,24.0,24.0,17.8,18.6,18.6,3335.0,669.456,4426.0
MO2602-P-7500.CFX,20260122,17.2,17.2,15.0,16.4,12.0,12.8,12.8,3232.0,441.362,5480.0
